Type	IRI	Status	Label
Class	http://purl.obolibrary.org/obo/OBI_0002048	metadata complete	Illumina HiSeq 3000
Class	http://purl.obolibrary.org/obo/OBI_0002049	metadata complete	Illumina HiSeq 4000
Class	http://purl.obolibrary.org/obo/OBI_0400050	ready for release	Guava Personal Cell Analysis
Class	http://purl.obolibrary.org/obo/OBI_0002040	metadata complete	chromatin isolation by RNA purification sequencing assay
Class	http://purl.obolibrary.org/obo/OBI_0002041	metadata complete	self-transcribing active regulatory region sequencing assay
Class	http://purl.obolibrary.org/obo/CHEBI_17137		hydrogensulfite
Class	http://purl.obolibrary.org/obo/OBI_0002042	metadata complete	carbon-copy chromosome conformation capture assay followed by sequencing assay
Class	http://purl.obolibrary.org/obo/OBI_0002043	metadata complete	individual-nucleotide resolution cross-linking and immunoprecipitation sequencing assay
Class	http://purl.obolibrary.org/obo/OBI_0002044	metadata complete	RNA Bind-n-Seq assay
Class	http://purl.obolibrary.org/obo/OBI_0002045	metadata complete	poly(A)-site sequencing assay
Class	http://purl.obolibrary.org/obo/OBI_0400049	ready for release	Guava EasyCyte Plus
Class	http://purl.obolibrary.org/obo/OBI_0400048	ready for release	Guava EasyCyte Mini
Class	http://purl.obolibrary.org/obo/OBI_0400043	metadata incomplete	flow cell
Class	http://purl.obolibrary.org/obo/OBI_0400042	ready for release	FC 500
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0001855	metadata incomplete	Nimblegen
Class	http://purl.obolibrary.org/obo/OBI_0400041	ready for release	FACSvantage
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0001856	metadata incomplete	Pacific Biosciences
Class	http://purl.obolibrary.org/obo/OBI_0400040	ready for release	FACSAria
Class	http://purl.obolibrary.org/obo/OBI_0400047	metadata incomplete	gas laser
Class	http://purl.obolibrary.org/obo/OBI_0400045	metadata incomplete	fluid pressure regulator
Class	http://purl.obolibrary.org/obo/OBI_0400044	ready for release	flow cytometer
Class	http://purl.obolibrary.org/obo/OBI_0002057	metadata complete	MIF release|biological activity
Class	http://purl.obolibrary.org/obo/OBI_0002058	metadata complete	oncostatin M release|biological activity
Class	http://purl.obolibrary.org/obo/OBI_0002059	metadata complete	binding constant|binding assay
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0001860	metadata incomplete	NanoString Technologies
Class	http://purl.obolibrary.org/obo/OBI_0002050	metadata complete	3D structure|any method
Class	http://purl.obolibrary.org/obo/OBI_0002051	metadata complete	pathogen burden after challenge|in vivo assay
Class	http://purl.obolibrary.org/obo/OBI_0002052	metadata complete	tumor burden after challenge|in vivo assay
Class	http://purl.obolibrary.org/obo/OBI_0002053	metadata complete	qualitative binding|microarray
Class	http://purl.obolibrary.org/obo/OBI_0002054	metadata complete	dissociation constant KD|nuclear magnetic resonance (NMR)|nM
Class	http://purl.obolibrary.org/obo/OBI_0002055	metadata complete	biological activity|any method
Class	http://purl.obolibrary.org/obo/OBI_0002056	metadata complete	CCL17/TARC release|biological activity
Class	http://purl.obolibrary.org/obo/OBI_0400018	ready for release	Cell Lab Quanta SC
Class	http://purl.obolibrary.org/obo/OBI_0400017	ready for release	BioSorter500
Class	http://purl.obolibrary.org/obo/OBI_0400016	ready for release	BioSorter250
Class	http://purl.obolibrary.org/obo/OBI_0400015	ready for release	BioSorter2000
Class	http://purl.obolibrary.org/obo/OBI_0400019	metadata incomplete	charge plate
Class	http://purl.obolibrary.org/obo/OBI_0400010	metadata incomplete	argon ion laser
Class	http://purl.obolibrary.org/obo/OBI_0400014	ready for release	BioSorter1000
Class	http://purl.obolibrary.org/obo/OBI_0400013	metadata incomplete	band pass filter
Class	http://purl.obolibrary.org/obo/OBI_0400012	ready for release	Bactiflow
Class	http://purl.obolibrary.org/obo/OBI_0400011	metadata incomplete	avalanche photodiode
Class	http://purl.obolibrary.org/obo/OBI_0002068	metadata complete	oncostatin M release|cytometric bead array
Class	http://purl.obolibrary.org/obo/OBI_0002069	metadata complete	perforin release|ELISPOT
Class	http://purl.obolibrary.org/obo/OBI_1110206	metadata incomplete	epitope specific TNF release by T cells
Class	http://www.geneontology.org/formats/oboInOwl#Subset		
Class	http://purl.obolibrary.org/obo/OBI_1110207	ready for release	IFNg release
Class	http://purl.obolibrary.org/obo/OBI_0002060	metadata complete	CCL17/TARC release|RNA/DNA detection
Class	http://purl.obolibrary.org/obo/OBI_0002061	metadata complete	CCL22/MDC release|cytometric bead array
Class	http://purl.obolibrary.org/obo/OBI_0002062	metadata complete	cytotoxicity|in vitro assay
Class	http://purl.obolibrary.org/obo/OBI_0002063	metadata complete	granzyme A release|cytometric bead array
Class	http://purl.obolibrary.org/obo/OBI_0002064	metadata complete	granzyme A release|RNA/DNA detection
Class	http://purl.obolibrary.org/obo/OBI_0002065	metadata complete	granzyme B release|cytometric bead array
Class	http://purl.obolibrary.org/obo/OBI_0002066	metadata complete	granzyme B release|RNA/DNA detection
Class	http://purl.obolibrary.org/obo/OBI_0002067	metadata complete	MIF release|cytometric bead array
Class	http://purl.obolibrary.org/obo/OBI_0400029	ready for release	CytoSub
Class	http://purl.obolibrary.org/obo/OBI_0400028	ready for release	CytoSence
Class	http://purl.obolibrary.org/obo/OBI_0400027	ready for release	CytoBuoy flow cytometer analyzer
Class	http://purl.obolibrary.org/obo/OBI_0400026	ready for release	CyFlow Space
Class	http://purl.obolibrary.org/obo/OBI_0002070	metadata complete	proliferation|in vivo assay
Class	http://purl.obolibrary.org/obo/OBI_0400020	metadata incomplete	cell sorter collection tube
Class	http://purl.obolibrary.org/obo/OBI_0400025	ready for release	CyFlow SL3
Class	http://purl.obolibrary.org/obo/OBI_1110201	metadata complete	allergen
Class	http://purl.obolibrary.org/obo/OBI_0400024	ready for release	CyFlow SL
Class	http://purl.obolibrary.org/obo/OBI_1110202	metadata incomplete	epitope specific IL-5 release by T cells
Class	http://purl.obolibrary.org/obo/OBI_0400023	ready for release	CYFlow ML
Class	http://purl.obolibrary.org/obo/OBI_1110203	metadata complete	epitope specific IL-6 release by T cells
Class	http://purl.obolibrary.org/obo/OBI_0400022	ready for release	Cyan
Class	http://purl.obolibrary.org/obo/OBI_1110204	metadata incomplete	epitope specific killing by T cells
Class	http://purl.obolibrary.org/obo/OBI_0002112	ready for release	small RNA-seq
Class	http://purl.obolibrary.org/obo/OBI_0002113	ready for release	bromouridine labeling and sequencing
Class	http://purl.obolibrary.org/obo/OBI_0002114	ready for release	bromouridine pulse-chase and sequencing
Class	http://purl.obolibrary.org/obo/OBI_0002115	metadata complete	cytometry time of flight assay
Class	http://purl.obolibrary.org/obo/OBI_0002116	metadata complete	high performance liquid chromotography assay
Class	http://purl.obolibrary.org/obo/OBI_0400083	metadata incomplete	photodiode
Class	http://purl.obolibrary.org/obo/OBI_0002117	metadata complete	whole genome sequencing assay
Class	http://purl.obolibrary.org/obo/OBI_0400082	metadata incomplete	photodetector
Class	http://purl.obolibrary.org/obo/OBI_0002118	metadata complete	exome sequencing assay
Class	http://purl.obolibrary.org/obo/OBI_0400081	metadata incomplete	particle delivery vessel
Class	http://purl.obolibrary.org/obo/OBI_0002119	metadata complete	microscopy assay
Class	http://purl.obolibrary.org/obo/OBI_0400080	metadata incomplete	optical subsystem
Class	http://purl.obolibrary.org/obo/OBI_0002110	metadata complete	digital object identifier
Class	http://purl.obolibrary.org/obo/OBI_0002111	ready for release	enhanced cross-linking immunoprecipitation high-throughput sequencing assay
Class	http://purl.obolibrary.org/obo/OBI_0400076	metadata incomplete	multi-well plate
Class	http://purl.obolibrary.org/obo/UBERON_0006911		digestive system fluid or secretion
Class	http://purl.obolibrary.org/obo/OBI_0400075	ready for release	MoFlo
Class	http://purl.obolibrary.org/obo/OBI_0400074	metadata incomplete	mixed argon-krypton gas laser
Class	http://purl.obolibrary.org/obo/OBI_0400073	metadata incomplete	metal vapor laser
Class	http://purl.obolibrary.org/obo/UBERON_0001225		cortex of kidney
Class	http://purl.obolibrary.org/obo/OBI_0400079	metadata incomplete	optical filter
Class	http://purl.obolibrary.org/obo/OBI_0400078	metadata incomplete	obscuration bar
Class	http://purl.obolibrary.org/obo/OBI_0400077	metadata incomplete	neodymium-YAG laser
Class	http://purl.obolibrary.org/obo/OBI_0002123	pending final vetting	IHC slide staining
Class	http://purl.obolibrary.org/obo/OBI_0002124	pending final vetting	H&E slide staining
Class	http://purl.obolibrary.org/obo/OBI_0002125	pending final vetting	H&E-stained fixed tissue slide specimen
Class	http://purl.obolibrary.org/obo/OBI_0002126	pending final vetting	IHC-stained fixed tissue slide specimen
Class	http://purl.obolibrary.org/obo/OBI_0002127	metadata complete	single cell specimen
Class	http://purl.obolibrary.org/obo/OBI_0400094	metadata incomplete	sheath tank
Class	http://purl.obolibrary.org/obo/OBI_0002128	pending final vetting	Illumina Genome Analyzer
Class	http://purl.obolibrary.org/obo/OBI_0002129	pending final vetting	Illumina HiSeq X Ten
Class	http://purl.obolibrary.org/obo/OBI_0400091	metadata incomplete	cytometer sample tube
Class	http://purl.obolibrary.org/obo/OBI_0002120	metadata complete	mixed lymphocyte reaction assay
Class	http://purl.obolibrary.org/obo/OBI_0002121	metadata complete	killer cell immunoglobulin-like receptor typing assay
Class	http://purl.obolibrary.org/obo/OBI_0002122	metadata complete	major histocompatibility typing assay
Class	http://purl.obolibrary.org/obo/OBI_0400087	metadata incomplete	preamplifier
Class	http://purl.obolibrary.org/obo/OBI_0400086	metadata incomplete	plate loader
Class	http://purl.obolibrary.org/obo/OBI_0400085	metadata complete	piezo electric crystal
Class	http://purl.obolibrary.org/obo/OBI_0400084	metadata incomplete	photomultiplier tube
Class	http://purl.obolibrary.org/obo/OBI_0400089	ready for release	Reflection
Class	http://purl.obolibrary.org/obo/OBI_0400088	metadata incomplete	quartz cuvette flow chamber
Class	http://purl.obolibrary.org/obo/OBI_0400061	metadata incomplete	jet_in_air_flow_chamber
Class	http://purl.obolibrary.org/obo/OBI_0400060	metadata incomplete	ion laser
Class	http://purl.obolibrary.org/obo/CL_0000624		CD4-positive, alpha-beta T cell
Class	http://purl.obolibrary.org/obo/OBI_0002130	pending final vetting	Illumina Infinium Omni5Exome-4 Kit
Class	http://purl.obolibrary.org/obo/OBI_0002131	pending final vetting	Illumina Infinium MethylationEPIC BeadChip
Class	http://purl.obolibrary.org/obo/OBI_0002132	metadata complete	pulse stable isotope labeling by amino acids in cell culture
Class	http://purl.obolibrary.org/obo/CL_0000625		CD8-positive, alpha-beta T cell
Class	http://purl.obolibrary.org/obo/OBI_0400059	metadata incomplete	interrogation_point
Class	http://purl.obolibrary.org/obo/OBI_0400054	ready for release	Amnis ImageStream
Class	http://purl.obolibrary.org/obo/OBI_0400053	metadata incomplete	helium neon ion laser
Class	http://purl.obolibrary.org/obo/OBI_0400052	metadata incomplete	helium cadmium ion laser
Class	http://purl.obolibrary.org/obo/OBI_0400051	ready for release	Guava Personal Cell Analysis-96
Class	http://purl.obolibrary.org/obo/OBI_0400056	ready for release	Influx Cell Sorter
Class	http://purl.obolibrary.org/obo/OBI_0400055	ready for release	inFlux Analyzer
Class	http://purl.obolibrary.org/obo/OBI_0400071	ready for release	MACS Quant
Class	http://purl.obolibrary.org/obo/OBI_0400070	ready for release	Luminex 200
Class	http://purl.obolibrary.org/obo/CHEBI_53526		tritiated thymidine
Class	http://purl.obolibrary.org/obo/OBI_0400065	metadata incomplete	light source
Class	http://purl.obolibrary.org/obo/UBERON_0001255		urinary bladder
Class	http://purl.obolibrary.org/obo/OBI_0400064	metadata incomplete	laser
Class	http://purl.obolibrary.org/obo/OBI_0400063	ready for release	LactoScope C4
Class	http://purl.obolibrary.org/obo/OBI_0400062	metadata incomplete	krypton ion laser
Class	http://purl.obolibrary.org/obo/OBI_0400069	ready for release	Luminex 100
Class	http://purl.obolibrary.org/obo/OBI_0400068	ready for release	LSR2
Class	http://purl.obolibrary.org/obo/OBI_0400067	metadata incomplete	long pass filter
Class	http://purl.obolibrary.org/obo/OBI_0400066	metadata incomplete	logarithmic voltage amplifier
Class	http://purl.obolibrary.org/obo/OBI_0000373	metadata incomplete	ionize process
Class	http://purl.obolibrary.org/obo/OBI_0000372	ready for release	material separation function
Class	http://purl.obolibrary.org/obo/OBI_0000371	ready for release	heat function
Class	http://purl.obolibrary.org/obo/OBI_0000370	ready for release	contain function
Class	http://purl.obolibrary.org/obo/OBI_0000379	ready for release	mechanical function
Class	http://purl.obolibrary.org/obo/OBI_0000378	ready for release	filter function
Class	http://purl.obolibrary.org/obo/OBI_0000377	ready for release	perturb function
Class	http://purl.obolibrary.org/obo/OBI_0000376	ready for release	synthesizing function
Class	http://purl.obolibrary.org/obo/OBI_0000375	ready for release	freeze function
Class	http://purl.obolibrary.org/obo/OBI_0000374	ready for release	excitation function
NamedIndividual	http://purl.obolibrary.org/obo/iao.owl		
Class	http://purl.obolibrary.org/obo/OBI_0000384	ready for release	electricity supply function
Class	http://purl.obolibrary.org/obo/OBI_0000383	ready for release	transfer function
Class	http://purl.obolibrary.org/obo/OBI_0000381	ready for release	liquid filter function
Class	http://purl.obolibrary.org/obo/OBI_0000380	ready for release	gas filter function
Class	http://purl.obolibrary.org/obo/OBI_0000389	metadata complete	isoelectric focusing device
Class	http://purl.obolibrary.org/obo/OBI_0000388	ready for release	connection function
Class	http://purl.obolibrary.org/obo/OBI_0000387	ready for release	cool function
Class	http://purl.obolibrary.org/obo/OBI_0000385	ready for release	ionization function
Class	http://purl.obolibrary.org/obo/OBI_0000395	ready for release	signal amplification function
Class	http://purl.obolibrary.org/obo/OBI_0000394	metadata incomplete	blot module
Class	http://purl.obolibrary.org/obo/OBI_0000393	ready for release	signal conversion function
Class	http://purl.obolibrary.org/obo/OBI_0000392	ready for release	information processor function
Class	http://purl.obolibrary.org/obo/OBI_0000391	ready for release	energy supply function
Class	http://purl.obolibrary.org/obo/OBI_0000390	metadata complete	thermostatic circulator
Class	http://purl.obolibrary.org/obo/OBI_0000399	ready for release	solid support function
Class	http://purl.obolibrary.org/obo/OBI_0000398	metadata incomplete	image creation device
