Ontology ID	label	editor preferred term	has curation status	alternative label	IEDB alternative term	definition	definition source	example of usage	term editor	editor note	curator note	ontology term requester	term tracker item	logical type	parent class	material processing technique	detection technique	reagent	input	output	MHC source	target entity	target context	unit
OBI:0001638	antigen inhibition assay measuring the dissociation constant [KD] of a B cell epitope:antibody complex approximated by IC50				dissociation constant KD|inhibition by antigen (~ IC50)|nM	A B cell epitope equilibrium dissociation constant (KD) assay that provides IC50 values determined under assay conditions where the IC50 approximates a KD value using a B cell epitope antigen inhibition of binding assay.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					subclass	assay measuring the dissociation constant [KD] of a B cell epitope:antibody complex				('material entity' and 'has role' some 'positive reference substance role')	equilibrium dissociation constant (KD) approximated by IC50		immunoglobulin binding to epitope		nanomolar
OBI:0001639	assay measuring epitope specific Ig-mediated histamine release				histamine release|biological activity	A B cell epitope specific activation of additional immune response assay that detects histamine release in vitro.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	assay							('histamine secretion mediated by immunoglobulin' and ('process is result of' some 'immunoglobulin binding to epitope'))	cell culture	
OBI:0001640	assay measuring epitope specific immunoglobulin-mediated antigen activation				antigen activation|biological activity	A B cell epitope dependent biological activity determination assay that detects antigen activation.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					subclass	assay							('immunoglobulin mediated immune response' and ('process is result of' some 'immunoglobulin binding to epitope'))		
OBI:0001641	assay measuring epitope specific complement-dependent cytotoxicity				complement-dependent cytotoxicity|biological activity	A B cell epitope specific activation of additional immune response assay that detects complement-dependent cytotoxicity in vitro .	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	assay							('complement-dependent cytotoxicity' and ('process is result of' some 'immunoglobulin binding to epitope'))	cell culture	
OBI:0001642	assay measuring epitope specific antibody-dependent cellular cytotoxicity				antibody-dependent cellular cytotoxicity|biological activity	A B cell epitope specific activation of additional immune response assay that detects antibody-dependent cellular cytotoxicity in vitro.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	assay							('antibody-dependent cellular cytotoxicity' and ('process is result of' some 'immunoglobulin binding to epitope'))	cell culture	
OBI:0001643	assay measuring epitope specific immunoglobulin-mediated neutralization				neutralization |biological activity	A B cell epitope dependent biological activity determination assay that detects neutralization of the antigen.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					subclass	assay							('immunoglobulin-mediated neutralization' and ('process is result of' some 'immunoglobulin binding to epitope'))		
OBI:0001644	assay measuring epitope specific opsonization				opsonization|biological activity	A B cell epitope specific activation of additional immune response assay that detects opsonization in vitro .	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	assay							('opsonization' and ('process is result of' some 'immunoglobulin binding to epitope'))	cell culture	
OBI:0001645	calorimetry assay measuring binding of a B cell epitope:antibody complex				qualitative binding|calorimetry	A calorimetric binding assay that detects the binding of an antigen with an antibody.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	calorimetric binding assay					categorical binding datum		immunoglobulin binding to epitope		
OBI:0001646	electron microscopy assay determining the 3D structure of a B cell epitope:antibody complex				3D structure|electron microscopy	An electron-microscopy 3D molecular structure determination assay that characterizes the 3-dimensional molecular structrue of a B cell epitope:antibody complex	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	electron-microscopy 3D molecular structure determination assay					3D structural organization datum		antigen:antibody complex		
OBI:0001647	NMR assay determining the 3D structure of a B cell epitope:antibody complex				3D structure|nuclear magnetic resonance (NMR)	A nuclear magnetic resonance 3D molecular structure determination assay that characterizes the 3-dimensional structure of a B cell epitope:antibody complex.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	NMR 3D molecular structure determination assay					3D structural organization datum		antigen:antibody complex		
OBI:0001648	cross blocking assay measuring binding of a B cell epitope:antibody complex				qualitative binding|cross blocking	A cross-blocking assay that detects the binding of an antigen with an antibody.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	antibody cross-blocking assay					categorical binding datum		immunoglobulin binding to epitope		
OBI:0001649	RIA measuring binding of a B cell epitope:antibody complex				qualitative binding|radio immuno assay (RIA)	A radio immuno assay that detects the binding of an antigen with an antibody.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	radio immuno assay					categorical binding datum		immunoglobulin binding to epitope		
OBI:0001650	immunoblot assay measuring binding of a B cell epitope:antibody complex				qualitative binding|western blot	An immunoblot assay that detects the binding of an antigen with an antibody.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	immunoblot assay					categorical binding datum		immunoglobulin binding to epitope		
OBI:0001651	plasmon resonance assay measuring binding of a B cell epitope:antibody complex				qualitative binding|surface plasmon resonance (SPR)	A surface plasmon resonance binding assay that detects the binding of an antigen with an antibody.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	surface plasmon resonance binding assay					categorical binding datum		immunoglobulin binding to epitope		
OBI:0001652	immuno staining assay measuring binding of a B cell epitope:antibody complex				qualitative binding|immuno staining	An immuno staining assay that detects the binding of an antigen with an antibody.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	immuno staining assay					categorical binding datum		immunoglobulin binding to epitope		
OBI:0001653	immunoprecipitation assay measuring binding of a B cell epitope:antibody complex				qualitative binding|immunoprecipitation	An immunoprecipitation assay that detects the binding of an antigen with an antibody.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	immunoprecipitation assay					categorical binding datum		immunoglobulin binding to epitope		
OBI:0001654	mass spectrometry assay measuring binding of a B cell epitope:antibody complex				qualitative binding|mass spectrometry	A mass spectrometry assay that detects the binding of an antigen with an antibody.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	mass spectrometry assay					categorical binding datum		immunoglobulin binding to epitope		
OBI:0001655	phage display assay measuring binding of a B cell epitope:antibody complex				qualitative binding|phage display	A phage display binding assay that detects the binding of an antigen with an antibody.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	phage display binding assay					categorical binding datum		immunoglobulin binding to epitope		
OBI:0001656	electron microscopy assay measuring binding of a B cell epitope:antibody complex				qualitative binding|electron microscopy	An electron microscopy imaging assay that detects the binding of an antigen with an antibody.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	electron microscopy imaging assay					categorical binding datum		immunoglobulin binding to epitope		
OBI:0001657	ELISA measuring binding of a B cell epitope:antibody complex				qualitative binding|ELISA	An enzyme-linked immunosorbent assay that detects the binding of an antigen with an antibody.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunosorbent assay					categorical binding datum		immunoglobulin binding to epitope		
OBI:0001658	ELISPOT assay measuring binding of a B cell epitope:antibody complex				qualitative binding|ELISPOT	An enzyme-linked immunospot assay that detects the binding of an antigen with an antibody.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunospot assay					categorical binding datum		immunoglobulin binding to epitope		
