ontology ID	label	editor preferred term	has curation status	alternative label	definition	definition source	example of usage	term editor	editor note	curator note	ontology term requester	term tracker item	logical type	parent class	function	has part	part of	manufactured by	associated axioms
OBI:0001048	digital camera	digital camera	metadata complete		An image acquisition device that takes video or still photographs, or both, digitally by recording images via an electronic image sensor.	http://en.wikipedia.org/wiki/Digital_camera		PERSON: Erik Segerdell						device	image acquisition function				
OBI:0001049	chip spotting device	chip spotting device	metadata complete		A device for dropping and immobilizing a solution of biomolecules, for example, nucleic acids such as probe DNA, mRNA, and peptide nucleic acid (PNA), and proteins on a DNA microarray surface to manufacture a DNA microarray.	United States Patent 7416705		PERSON: Erik Segerdell						device	transfer function				
OBI:0001050	RNA extraction/purification instrument	RNA extraction/purification instrument	metadata complete		A device that is used to isolate and collect RNA for subsequent molecular analysis.	PERSON: Erik Segerdell		PERSON: Erik Segerdell						nucleic acid extraction/purification instrument					
OBI:0001052	two-photon laser/detector	two-photon laser/detector	metadata complete		A light source used in fluorescence imaging that allows the imaging of living tissue up to a depth of 1 mm, based on the concept that two photons of low energy can excite a fluorophore in a quantum event, resulting in the emission of a fluorescence photon, typically at a higher energy than either of the two excitatory photons.	http://en.wikipedia.org/wiki/Two-photon_excitation_microscopy		PERSON: Erik Segerdell						light source					
OBI:0001053	electrophoresis system	electrophoresis system	metadata complete		A device that moves charged particles through a medium by using an electric field induced by electrodes.	http://en.wikipedia.org/wiki/Category:Electrophoresis		PERSON: Erik Segerdell						device	material separation function				
OBI:0001054	PET synthesizer	PET synthesizer	metadata complete		A device that is used to produce targeted molecular pharmaceuticals for use in positron emission tomography.	PERSON: Erik Segerdell		PERSON: Erik Segerdell						device	synthesizing function				
OBI:0001055	spinning-disk confocal microscope	spinning-disk confocal microscope	metadata complete		A confocal microscope that uses a Nipkow disk, a mechanical, geometrically operating image scanning device.	http://en.wikipedia.org/wiki/Nipkow_disk		PERSON: Erik Segerdell						confocal microscope	measure function				
OBI:0001056	DNA synthesizer	DNA synthesizer	metadata complete		An oligonucleotide synthesizer that is used to custom-build DNA molecules to contain a particular sequence of nucleotides.	http://www.globalspec.com/LearnMore/Labware_Scientific_Instruments/Clinical_Research_Labware/DNA_Synthesizers		PERSON: Erik Segerdell						oligonucleotide synthesizer					
OBI:0001057	high performance liquid chromatography instrument	high performance liquid chromatography instrument	metadata complete		A liquid chromatography instrument that consists of a reservoir of mobile phase, a pump, an injector, a separation column, and a detector. The pump (rather than gravity) provides the higher pressure required to propel the mobile phase and analyte through the densely packed column.	http://en.wikipedia.org/wiki/High_performance_liquid_chromatography		PERSON: Erik Segerdell						liquid chromatography instrument					
OBI:0001058	microplate reader	microplate reader	metadata complete		A measurement device that detects biological, chemical or physical events of samples in microtiter plates.	http://en.wikipedia.org/wiki/Plate_reader		PERSON: Erik Segerdell						device	measure function				
OBI:0001059	ELISA microplate reader	ELISA microplate reader	metadata complete		A microplate reader that is used for enzyme-linked immunosorbent assays (ELISA).	PERSON: Erik Segerdell		PERSON: Erik Segerdell						microplate reader					
OBI:0001060	spot cutter	spot cutter	metadata complete		A robotic device that is used to excise spots from gels.	PERSON: Erik Segerdell		PERSON: Erik Segerdell						device	mechanical function				
OBI:0001061	microwave synthesis system	microwave synthesis system	metadata complete		A device that is used to apply microwave irradiation to chemical reactions.	http://en.wikipedia.org/wiki/Microwave_chemistry		PERSON: Erik Segerdell						device	excitation function|synthesizing function				
OBI:0001062	densitometer	densitometer	metadata complete		A device that measures the degree of darkness (the optical density) of a photographic or semitransparent material or of a reflecting surface.	http://en.wikipedia.org/wiki/Densitometer		PERSON: Erik Segerdell						device	measure function				
OBI:0001063	automatic staining machine	automatic staining machine	metadata complete		A device that is used to automatically stain tissue sections on slides or tissue specimens.	PERSON: Erik Segerdell		PERSON: Erik Segerdell						device	addition of molecular tracer function|mechanical function				
OBI:0001064	automatic tissue processor	automatic tissue processor	metadata complete		A device for processing histological tissue having a tissue carrier basket suspended from a turntable overlying a plurality of beakers suspended from a carrier plate. The turntable is raised, indexed, and lowered by a suitable driving mechanism to move the tissue basket sequentially through the beakers. Timers can each be programmed to control the movement of the turntable to provide various different cycles for processing the tissue. Some of the beakers are received in individual thermal baths to heat and control the temperature of the substances received in the beakers for treating the tissue.	United States Patent 3762362		PERSON: Erik Segerdell						device	mechanical function|reagent application function				
OBI:0001065	stereo microscope	stereo microscope	metadata complete		An optical microscope that uses two separate optical paths with two objectives and two eyepieces to provide slightly different viewing angles to the left and right eyes.	http://en.wikipedia.org/wiki/Optical_microscope#Stereo_microscope		PERSON: Erik Segerdell						optical microscope	measure function				
OBI:0001066	top loading balance	top loading balance	metadata complete		A balance that consists of a metal plate on which to place an object and a digital readout of the measurement of its mass.	PERSON: Erik Segerdell		PERSON: Erik Segerdell						balance					
OBI:0001067	perfusion station	perfusion station	metadata complete		A device or system in which perfusion units are integrated.	PERSON: Erik Segerdell		PERSON: Erik Segerdell						device	specimen fixation function				
OBI:0001068	SPECT scanner	SPECT scanner	metadata complete		A nuclear medicine tomographic imaging device that uses gamma rays to provide 3D information, typically presented as cross-sectional slices through the specimen but with the ability to be freely reformatted or manipulated as required.	http://en.wikipedia.org/wiki/Single_photon_emission_computed_tomography		PERSON: Erik Segerdell						device	measure function|image acquisition function				
OBI:0001070	scintillation counter	scintillation counter	metadata complete		A device that is used to measure ionizing radiation.	http://en.wikipedia.org/wiki/Scintillation_counter		PERSON: Erik Segerdell						device	measure function				
OBI:0001071	programmable array microscope	programmable array microscope	metadata complete		A confocal microscope that uses a programmable spatial light modulator for generating an arbitrary pattern of conjugate illumination and detection apertures.	Verveer et al, Journal of Microscopy, vol. 189, pt. 3, pp. 192-8		PERSON: Erik Segerdell						confocal microscope	measure function				
OBI:0001072	cryostat	cryostat	metadata complete		A device consisting of a vessel, similar in construction to a vacuum flask, that is used to maintain cold cryogenic temperatures. FIX THIS DEFINITION	http://en.wikipedia.org/wiki/Cryostat		PERSON: Erik Segerdell						device	contain function|mechanical function|cool function				
OBI:0001073	microtome knife maker	microtome knife maker	metadata complete		A glass cutting and breaking device that is used to produce glass knives used in ultramicrotomy.	PERSON: Erik Segerdell		PERSON: Erik Segerdell						device	mechanical function				
OBI:0001074	cryofixation device	cryofixation device	metadata complete		A device that is used for the fixation or stabilization of biological materials as the first step in specimen preparation for electron microscopy.	http://en.wikipedia.org/wiki/Cryofixation		PERSON: Erik Segerdell						device	specimen fixation function				
