ontology ID	label	editor preferred term	has curation status	alternative term	definition	definition source	example of usage	term editor	editor note	curator note	ontology term requester	term tracker item	logical type	logical note	parent class	material processing technique	detection technique	evaluant	measurand	analyte	device	reagent	molecular label	input	output	target entity	target context	objective	associated axioms
OBI:0002171	dot blot assay			dot blot analysis	An analyte assay that detects molecules in a mixture dotted on a membrane using DNA probes or antibodies.	PMID:10473518		Bjoern Peters					subclass		analyte assay														
OBI:0002172	Northwestern blot assay			Northwestern assay|Northwestern analysis	A direct binding assay that detects interactions of labeled RNA with immobilized protein on a membrane.	PMID:26965261		Bjoern Peters					subclass		direct binding assay														
OBI:0002173	Southwestern blot assay				A direct binding assay that detects interactions of labeled DNA with immobilized protein on a membrane.	PMID:26404144		Bjoern Peters					subclass		direct binding assay														
OBI:0002174	immunocytochemistry				An immuno staining assay in which samples of intact cells are examined that have had most, if not all, of their surrounding extracellular matrix removed			Bjoern Peters					subclass		immuno staining assay			cell											
OBI:0002175	ATP bioluminescence assay			ATP quantitation assay|cell viability ATP quantitation assay	An analyte assay that detects ATP concentration through light intensity when luciferase catalyzes the oxidation of luciferin in the presence of ATP, magnesium ions, and molecular oxygen.	ECO		Rebecca Jackson					subclass		analyte assay					ATP									
OBI:0002176	electrophysiology assay				An assay that measures the electrical properties of biological cells or tissues. Typically, this assay will generate measurements of voltage changes or electric current (or other associated variables such as impedence or capacitance).	url:https://en.wikipedia.org/wiki/Electrophysiology		Gully Burns	Note that electrophysiological manipulations also exist which involve processes that alter the electrophysiological properties of cells and tissues.				subclass		assay														
OBI:0002177	patch clamp assay				An intracellular electrophysiology assay where a glass micropipette is sealed to the surface of the cell membrane as a recording electrode to study ion channel activity. The key distinction of this technique is the electrical resistance of the seal between the cell membrane and the pipette is of the order 10-100 gigaohms, permitting high-resolution current measurements over the cell membrane in several different standard configurations.	url:https://en.wikipedia.org/wiki/Patch_clamp|url:http://www.annualreviews.org/doi/pdf/10.1146/annurev.ph.46.030184.002323|ECO:0006012		Gully Burns					subclass		intracellular electrophysiology recording assay						patch clamp device								
OBI:0002178	whole-cell patch clamp assay				A patch-clamp assay where the electrode is left in place on the cell, as in cell-attached recordings, but the membrane patch has been perforated, providing access from the interior of the pipette to the intracellular space of the cell. Measurements made with this technique involve recording currents through multiple channels simultaneously, over the membrane of the entire cell.	url:https://en.wikipedia.org/wiki/Patch_clamp#Whole-cell_recording_or_whole-cell_patch|ECO:0006015		Gully Burns					subclass		patch clamp assay						patch clamp device								
OBI:0002179	cell-attached patch clamp assay				A patch-clamp assay where the electrode is left in place on the cell, and the membrane patch has been left intact been perforated. This maintains the separation of the interior of the pipette to the intracellular space of the cell. Measurements made with this technique involve recording currents through multiple channels simultaneously, over the membrane of the entire cell.	url:https://en.wikipedia.org/wiki/Patch_clamp#Cell-attached_patch		Gully Burns					subclass		patch clamp assay						patch clamp device								
OBI:0002180	inside-out patch clamp assay				A patch-clamp assay where a patch of the membrane is attached to the patch pipette, detached from the rest of the cell, and the cytosolic surface of the membrane is exposed to the external media, or bath. This provides the experimenter has access to the intracellular surface of the membrane via the bath and can manipulate the environment at the intracellular surface of single ion channels. For example, channels that are activated by intracellular ligands can then be studied through a range of ligand concentrations.	url:https://en.wikipedia.org/wiki/Patch_clamp#Inside-out_patch|url:http://www.leica-microsystems.com/science-lab/the-patch-clamp-technique/		Gully Burns					subclass		patch clamp assay						patch clamp device								
OBI:0002181	outside-out patch clamp assay				A patch-clamp assay where a patch of the membrane is attached to the patch pipette. In this configuration, the external surface of the cell membrane is exposed as the outside of the membrane patch relative to the patch electrode. An outside-out patch starts with a gigaohm seal in a whole-cell recording configuration. The electrode is slowly withdrawn from the cell, until a fragment of membrane bulges away from the cell, which detaches and reforms as a convex membrane on the end of the electrode, with the original external surface of the membrane facing outward from the electrode. This provides the experimenter with access to the extracellular surface of the membrane via the bath and can manipulate the environment at the extracellular surface of single ion channels.	url:https://en.wikipedia.org/wiki/Patch_clamp#Outside-out_patch|url:http://www.leica-microsystems.com/science-lab/the-patch-clamp-technique/		Gully Burns					subclass		patch clamp assay						patch clamp device								
OBI:0002182	voltage clamp assay				An cellular electrophysiology assay where the membrane potential of a cell is controlled by the experimentalist. This is accomplished through a feedback mechanism where any change in membrane potential is countered by permitting electrical current to flow into or out of the cell.	url:https://en.wikipedia.org/wiki/Voltage_clamp		Gully Burns					subclass		intracellular electrophysiology recording assay						voltage clamp device								
OBI:0002183	two electrode voltage clamp assay			TEVC	The two electrode voltage clamp (TEVC) method utilizes two low-resistance pipettes, one sensing voltage and the other injecting current. The microelectrodes are filled with conductive solution and inserted into the cell to artificially control membrane potential. The membrane acts as a dielectric as well as a resistor, while the fluids on either side of the membrane function as capacitors.[9] The microelectrodes compare the membrane potential against a command voltage, giving an accurate reproduction of the currents flowing across the membrane. Current readings can be used to analyze the electrical response of the cell to different applications. This technique is mainly used in the Oocyte preparation.	url:https://en.wikipedia.org/wiki/Voltage_clamp#Two-electrode_voltage_clamp_using_microelectrodes		Gully Burns					subclass		voltage clamp assay						voltage clamp device								
OBI:0002184	cut open oocyte voltage clamp assay			COVG	The cut-open oocyte Vaseline gap (COVG) voltage-clamp technique is designed to solve weaknesses in the two elextrode voltage clamp by maximizing the benefits of the Xenopus oocyte expression system by improving on clamp speed, signal-to-noise ratio, and ability to effectively perfuse the oocyte. In this way, it was possible to combine the most popular transient expression system, and the associated benefits of molecular cloning and site-directed mutagenesis, with the superior voltage-clamp properties of cut-open cell techniques.	PMID:9711615		Gully Burns					subclass		voltage clamp assay						voltage clamp device								
OBI:0002185	current clamp assay				The current clamp technique records the membrane potential by injecting current into a cell through the recording electrode. Unlike in the voltage clamp mode, where the membrane potential is held at a level determined by the experimenter, in ""current clamp"" mode the membrane potential is free to vary, and the amplifier records whatever voltage the cell generates on its own or as a result of stimulation. This technique is used to study how a cell responds when electric current enters a cell; this is important for instance for understanding how neurons respond to neurotransmitters that act by opening membrane ion channels.	url:https://en.wikipedia.org/wiki/Electrophysiology#Current_clamp		Gully Burns					subclass		intracellular electrophysiology recording assay														
OBI:0002186	electroencephalography			EEG	An extracellular electrophysiology assay where electrodes are mounted outside the brain (either on the surface of the scalp on onto the brain surface itself during surgery) to measure the electrical field over the external surface.			Gully Burns					subclass		extracellular electrophysiology recording assay														
OBI:0002187	single-unit recording				An extracellular electrophysiology assay where a single microelectrode is placed in close proximity to a single neuron to measure voltage and current changes over time. This is the technicque used by Hubel and Wiesel to measure firing properties of primary visual cortex neurons in the 1950s in their original Nobel-prize winning study. A classic, old technique.	url:http://www.thieme.com/media/samples/pubid-80418214.pdf		Gully Burns	Can be used on any cell, not just neurons.				subclass		extracellular electrophysiology recording assay			neuron			micro electrode					action potential			
OBI:0002188	multi-unit recording				An extracellular electrophysiology assay where a collection of microelectrodes (often in an 'array' configuration) is placed into neural tissue to measure the distribution of voltage and current changes for a population of cells over time.			Gully Burns					subclass		extracellular electrophysiology recording assay														
